feature,coefficient,abs_coefficient
text__hd,-0.14893780070627674,0.14893780070627674
text__vamos ver,-0.14887832577654994,0.14887832577654994
text__faixa,-0.14882929835947317,0.14882929835947317
text__principal,-0.1487413795945059,0.1487413795945059
text__precisando,-0.1487125535079595,0.1487125535079595
text__correio mais,-0.14862682319789416,0.14862682319789416
text__meu problema,-0.14859254763774343,0.14859254763774343
text__mais cedo,-0.14845278953811605,0.14845278953811605
text__está dentro,-0.14836048483077977,0.14836048483077977
text__parabenizo,-0.14835746223839047,0.14835746223839047
text__na agencia,-0.1482408650869941,0.1482408650869941
text__ver com,-0.14823918166863959,0.14823918166863959
text__banco,-0.1482235572585234,0.1482235572585234
text__produto veio,-0.14821228976225176,0.14821228976225176
text__adequada,-0.1481865629774951,0.1481865629774951
text__uma embalagem,-0.14795882712377736,0.14795882712377736
text__ainda mais,-0.14780439799049658,0.14780439799049658
text__sem,-0.1477916932070775,0.1477916932070775
text__frete para,-0.1477772835067836,0.1477772835067836
text__produto acredito,-0.14774761787451796,0.14774761787451796
text__no sistema,-0.14773513215403714,0.14773513215403714
text__greve,-0.14765273814130928,0.14765273814130928
text__pé,-0.1476295315514295,0.1476295315514295
text__os meus,-0.1475832045788416,0.1475832045788416
text__de maneira,-0.14745611004152817,0.14745611004152817
text__delas,-0.14740642864385603,0.14740642864385603
text__veio solto,-0.1473632870546479,0.1473632870546479
text__pouco para,-0.1473218544387076,0.1473218544387076
text__queixa,-0.14728709226438924,0.14728709226438924
text__mas fiquei,-0.14705454389862802,0.14705454389862802
text__eu achei,-0.14702547432178065,0.14702547432178065
text__quebradas,-0.14697012917033653,0.14697012917033653
text__foi efetuada,-0.14690308578502045,0.14690308578502045
text__comprar pelo,-0.14685691451856628,0.14685691451856628
text__veio toda,-0.1466751061758791,0.1466751061758791
text__foi aprovado,-0.14662525369515672,0.14662525369515672
text__estranho,-0.1465716444885908,0.1465716444885908
text__pressa,-0.14655857169673023,0.14655857169673023
text__pouco frágil,-0.14654683739104882,0.14654683739104882
text__nós,-0.14642741860319688,0.14642741860319688
text__sinto,-0.14635408464804694,0.14635408464804694
text__tinha ninguém,-0.1463342587430507,0.1463342587430507
tab__cat__customer_state_BA,0.14616253432828633,0.14616253432828633
text__prometida,-0.14615204522565456,0.14615204522565456
text__bem diferente,-0.14612385933582742,0.14612385933582742
text__mesmas,-0.14606706892176954,0.14606706892176954
text__uma demora,-0.14605192748515555,0.14605192748515555
text__produtos não,-0.14605072227528126,0.14605072227528126
text__devo proceder,-0.14601725923574724,0.14601725923574724
text__que loja,-0.14600572806420475,0.14600572806420475
text__mais vezes,-0.14595907538169753,0.14595907538169753
text__entrega dos,-0.1455857299662468,0.1455857299662468
text__comprado no,-0.14553446790765076,0.14553446790765076
text__material não,-0.1454538061751234,0.1454538061751234
text__que ja,-0.14541024559572294,0.14541024559572294
text__função,-0.14539997725779574,0.14539997725779574
text__targaryen não,-0.1452275310956432,0.1452275310956432
text__volto,-0.1451537294831053,0.1451537294831053
text__uma entrega,-0.14511481685332658,0.14511481685332658
text__dão,-0.14504939260651584,0.14504939260651584
text__além da,-0.14497645968212822,0.14497645968212822
text__funciona perfeitamente,-0.14495340445729354,0.14495340445729354
text__cortar,-0.1449506364457691,0.1449506364457691
text__não igual,-0.14494118932977576,0.14494118932977576
text__entregue pela,-0.14485011005203724,0.14485011005203724
text__grosso,-0.1448193844295198,0.1448193844295198
text__não dei,-0.14475953549105147,0.14475953549105147
text__foi como,-0.14462904823364292,0.14462904823364292
text__de enviar,-0.1445970113163437,0.1445970113163437
text__pelo custo,-0.14459137262285524,0.14459137262285524
text__assim mesmo,-0.1444665495752552,0.1444665495752552
text__outra cor,-0.14442234967283643,0.14442234967283643
text__etc,-0.1443824643190252,0.1443824643190252
text__enviou produto,-0.14431676697760792,0.14431676697760792
text__seriam,-0.14423668787713065,0.14423668787713065
text__muito diferente,-0.14421416495807407,0.14421416495807407
text__comprei uma,0.14403477297026474,0.14403477297026474
text__tivemos,-0.14402619945656578,0.14402619945656578
text__material bem,-0.14397287809185866,0.14397287809185866
text__caixa chegou,-0.14392024781947405,0.14392024781947405
text__momento nao,-0.14384924791586967,0.14384924791586967
text__data marcada,-0.14383857573556716,0.14383857573556716
text__marcada,-0.14383857573556716,0.14383857573556716
text__direitinho no,-0.14373062472644496,0.14373062472644496
text__livro,-0.14370762446873697,0.14370762446873697
text__de produto,-0.14368913575286144,0.14368913575286144
text__vim,-0.14367374737396116,0.14367374737396116
text__vista,-0.14362678555265945,0.14362678555265945
text__receber um,-0.14357605486440358,0.14357605486440358
text__da mochila,-0.1434953217549211,0.1434953217549211
text__superior,-0.14348040945246307,0.14348040945246307
text__nas entregas,-0.14339188343733728,0.14339188343733728
text__de forma,0.14327872958419946,0.14327872958419946
text__usá lo,-0.1431660802757025,0.1431660802757025
text__não fui,-0.14310303910877353,0.14310303910877353
text__veio rosa,-0.14302368442647578,0.14302368442647578
text__chegou bem,-0.1429794595893716,0.1429794595893716
text__deve ser,-0.1429680944758266,0.1429680944758266
text__de cabeça,-0.14291254101543854,0.14291254101543854
text__apenas com,-0.14290398457870998,0.14290398457870998
text__seria,0.14289049229610412,0.14289049229610412
text__cor vermelha,-0.14277693723824725,0.14277693723824725
text__não indico,-0.14268146802238338,0.14268146802238338
text__cobertor,-0.14267869733537242,0.14267869733537242
text__outra loja,-0.1426121024154506,0.1426121024154506
tab__cat__customer_state_MG,0.14244659189922199,0.14244659189922199
text__visto que,-0.14243472592348955,0.14243472592348955
text__eu sempre,-0.14242819787615146,0.14242819787615146
text__site diz,-0.14241337097392004,0.14241337097392004
text__cliente da,-0.14234253960086676,0.14234253960086676
text__dia 04,-0.14230916020936157,0.14230916020936157
text__chegou não,-0.14221460646907927,0.14221460646907927
text__uma empresa,-0.14215877878282887,0.14215877878282887
text__lannister uma,-0.1421438498513893,0.1421438498513893
text__coloca,-0.1419181316346349,0.1419181316346349
text__tablet,-0.14178643276301617,0.14178643276301617
text__lannister está,-0.14175258625909604,0.14175258625909604
text__mercadoria foi,-0.14144480019170422,0.14144480019170422
text__até hj,-0.14142344877192778,0.14142344877192778
text__ainda falta,-0.14132187025160428,0.14132187025160428
text__moro,-0.1412637782150921,0.1412637782150921
text__não existe,-0.1412139179961204,0.1412139179961204
text__comprada,-0.14120817233200714,0.14120817233200714
text__um foi,-0.14119366459619637,0.14119366459619637
text__ocorrência,-0.1411647789221744,0.1411647789221744
text__na tampa,-0.14112513776105426,0.14112513776105426
text__cheio de,-0.14108132767935622,0.14108132767935622
text__produtos em,-0.14105340989605386,0.14105340989605386
text__na agência,-0.14103052742554914,0.14103052742554914
text__vazou,-0.14100594058874313,0.14100594058874313
text__mais ainda,-0.1409523757177072,0.1409523757177072
text__ajudar,-0.1409017677453394,0.1409017677453394
text__me ajudar,-0.1409017677453394,0.1409017677453394
text__microfone,-0.14077403814418482,0.14077403814418482
text__meu outro,-0.1407264257175391,0.1407264257175391
text__mais claro,-0.14069562769913177,0.14069562769913177
text__do pedido,-0.140690282217887,0.140690282217887
text__da pra,-0.1406325302258121,0.1406325302258121
text__pequeno defeito,-0.1404829630511453,0.1404829630511453
text__informado que,-0.14036137849033295,0.14036137849033295
text__chegar no,-0.1401682856133257,0.1401682856133257
text__recebi já,-0.14015560387047665,0.14015560387047665
text__corresponde,0.14014877272629891,0.14014877272629891
text__não cabe,-0.1401396605930794,0.1401396605930794
text__mercadoria de,-0.14009530122777558,0.14009530122777558
text__de cor,-0.13994921413711023,0.13994921413711023
text__uma única,-0.13991716201937673,0.13991716201937673
text__produto sendo,-0.1399019355629365,0.1399019355629365
text__um presente,-0.13980334909580364,0.13980334909580364
text__com empresa,-0.13978433005563382,0.13978433005563382
text__sem problemas,-0.1397722279696178,0.1397722279696178
text__desde compra,-0.1397047979500613,0.1397047979500613
text__explicação,-0.1393714478799489,0.1393714478799489
text__comprei vários,-0.13933957500231703,0.13933957500231703
text__procedimento,-0.13916407327889121,0.13916407327889121
text__nenhuma resposta,-0.13910346050703853,0.13910346050703853
text__bom preço,-0.1390808674054202,0.1390808674054202
text__obtive retorno,-0.13902160844729186,0.13902160844729186
text__defeito na,-0.13889327328923914,0.13889327328923914
text__de serviço,-0.13885951161889673,0.13885951161889673
text__marca que,-0.13863770625336413,0.13863770625336413
text__que ser,-0.13784871051993072,0.13784871051993072
text__110v,-0.13768440105504257,0.13768440105504257
text__inox,-0.13763124778182162,0.13763124778182162
text__me sinto,-0.1376003726522726,0.1376003726522726
text__nenhum defeito,-0.13756458957810638,0.13756458957810638
text__lado,-0.13756437974812954,0.13756437974812954
text__pois era,-0.1375603306453679,0.1375603306453679
text__um pacote,-0.13746073451735133,0.13746073451735133
text__com preço,0.13739866281017724,0.13739866281017724
text__solução,0.13737430384063928,0.13737430384063928
text__centro,-0.13733350874740002,0.13733350874740002
text__preço do,-0.13724970396434405,0.13724970396434405
text__satisfeita entrega,-0.13719314934393267,0.13719314934393267
text__prazo obrigada,-0.13712802492799958,0.13712802492799958
text__loja como,-0.13710416069844508,0.13710416069844508
text__creio que,-0.13708897895311659,0.13708897895311659
text__creio,-0.13708897895311659,0.13708897895311659
text__retirar na,-0.1370787330998986,0.1370787330998986
text__eu tenho,-0.1370252714238863,0.1370252714238863
text__demonstra,-0.13701256380011106,0.13701256380011106
text__passa,-0.13697753297725845,0.13697753297725845
text__ele não,-0.13691634094489313,0.13691634094489313
text__problema algum,-0.13671033690372456,0.13671033690372456
text__retorno urgente,-0.13667699634790229,0.13667699634790229
text__temperatura,-0.13666125458694436,0.13666125458694436
text__apareceu,-0.13661577470196234,0.13661577470196234
text__cobraram,-0.13647626222241116,0.13647626222241116
text__películas,-0.13634153607301214,0.13634153607301214
text__parecem ser,-0.13630251209592356,0.13630251209592356
text__liguei para,-0.13607932827630786,0.13607932827630786
text__veio todo,-0.13602498971994292,0.13602498971994292
text__porém muito,-0.13600994966744345,0.13600994966744345
text__embalagem não,-0.13595159293970535,0.13595159293970535
text__caixa com,-0.1359269026247246,0.1359269026247246
text__ao prazo,-0.13576013776470008,0.13576013776470008
text__de frete,-0.13574858928197717,0.13574858928197717
text__virtual,-0.13570736545173578,0.13570736545173578
text__pra receber,-0.13558165010823134,0.13558165010823134
text__entrega pois,-0.1355773479310907,0.1355773479310907
text__em outra,-0.13543421687172863,0.13543421687172863
text__produto nunca,-0.1354043375953357,0.1354043375953357
text__parece um,-0.1353616505745292,0.1353616505745292
text__dia 10,-0.1353392594940885,0.1353392594940885
text__destino,-0.1352876974877967,0.1352876974877967
text__está tudo,-0.13525931823610768,0.13525931823610768
text__quebrado não,-0.1351692561399219,0.1351692561399219
text__uma pena,-0.1350829770765981,0.1350829770765981
text__ela não,-0.13507569698630986,0.13507569698630986
text__esteja,-0.1350623913899385,0.1350623913899385
text__ja fiz,-0.1350611785629047,0.1350611785629047
text__pedi devolução,-0.1349178955329912,0.1349178955329912
text__remoto,-0.13489852927228174,0.13489852927228174
text__que havia,-0.13478319089000823,0.13478319089000823
text__caixa mas,-0.13474215506000087,0.13474215506000087
text__encaixou,-0.13468250882724653,0.13468250882724653
text__momento estou,-0.13467885973017918,0.13467885973017918
text__produto chego,-0.13462442784012985,0.13462442784012985
text__mas me,-0.13461745855658444,0.13461745855658444
text__recebendo,-0.1346072027028589,0.1346072027028589
text__insatisfeito com,-0.13453429122530003,0.13453429122530003
text__tirei,-0.13453015808583135,0.13453015808583135
text__corretas,-0.1345180760674722,0.1345180760674722
text__troca mas,-0.13444667297524876,0.13444667297524876
text__eu gosto,-0.1344320344786722,0.1344320344786722
text__infelizmente não,-0.134378787863703,0.134378787863703
text__apresentou,-0.13418575400271984,0.13418575400271984
text__deixaram,-0.1341708579325535,0.1341708579325535
text__alegando,-0.13401001906658858,0.13401001906658858
text__bom porém,-0.13395565114660918,0.13395565114660918
text__daria,-0.13389523007313636,0.13389523007313636
text__voltar comprar,-0.1334370899303748,0.1334370899303748
text__com foto,-0.13332515505842496,0.13332515505842496
text__produtos adquiridos,-0.1332536978978529,0.1332536978978529
text__aguardando contato,-0.13301483386059926,0.13301483386059926
text__não bom,-0.1328730252787645,0.1328730252787645
text__tecido muito,-0.13282925325656544,0.13282925325656544
text__que parece,-0.1328254636307139,0.1328254636307139
text__com dias,-0.13279602246869138,0.13279602246869138
text__entrega ainda,-0.13271858757437371,0.13271858757437371
text__inteiro,-0.13271272991110158,0.13271272991110158
text__porém chegou,-0.13264205675286903,0.13264205675286903
text__produto péssimo,-0.1324367277330163,0.1324367277330163
text__correto estou,-0.13242359428717512,0.13242359428717512
text__recebi outra,-0.13233025706414317,0.13233025706414317
text__meia,-0.13231987475498655,0.13231987475498655
text__prazo entretanto,-0.1323054285157929,0.1323054285157929
text__peças não,-0.13227926930678757,0.13227926930678757
text__entrgue,-0.13220786607302157,0.13220786607302157
text__ótimo prazo,-0.13217094339481567,0.13217094339481567
text__não compro,-0.13214331168541463,0.13214331168541463
text__de peças,-0.13210039232177628,0.13210039232177628
text__não recebo,-0.13185841201731568,0.13185841201731568
text__metros,-0.13176636872335087,0.13176636872335087
text__abri uma,-0.13169005669176628,0.13169005669176628
text__varios,-0.13165935637094733,0.13165935637094733
text__trocado,-0.1316418499347504,0.1316418499347504
text__comprei não,-0.1316342568104008,0.1316342568104008
text__lannister por,-0.1315990699569124,0.1315990699569124
text__entregando,-0.13149546199400786,0.13149546199400786
text__entrega como,-0.13135830931827458,0.13135830931827458
text__dia 18,-0.13126995373979966,0.13126995373979966
text__conseguir,-0.1312330725571539,0.1312330725571539
text__mas fora,-0.1309708619975355,0.1309708619975355
text__os parceiros,-0.13094318229797552,0.13094318229797552
text__aguardo solução,-0.13091844090054833,0.13091844090054833
text__alguém,-0.13077442211557128,0.13077442211557128
text__no rastreamento,-0.13076597622634192,0.13076597622634192
text__reclamaçao,-0.13065401343985264,0.13065401343985264
text__minhas amigas,-0.13058517013247126,0.13058517013247126
text__com avarias,-0.13054141378013223,0.13054141378013223
text__teclado,-0.13053097150135623,0.13053097150135623
text__pq eu,-0.13045417060038658,0.13045417060038658
text__lateral,-0.1304013418420537,0.1304013418420537
text__de minha,-0.13032518043268865,0.13032518043268865
text__pagando,-0.13031080993988095,0.13031080993988095
text__estou pagando,-0.13031080993988095,0.13031080993988095
text__que pagar,-0.13030330752838462,0.13030330752838462
text__recebi até,-0.13000567955495218,0.13000567955495218
text__original de,-0.1299996007080313,0.1299996007080313
text__mas material,-0.1298911933557476,0.1298911933557476
text__foto não,-0.12987955151488878,0.12987955151488878
text__achei fosse,-0.12978208126187965,0.12978208126187965
text__com outro,-0.12969835856430856,0.12969835856430856
text__dos dois,-0.12964049766794572,0.12964049766794572
text__exelente qualidade,-0.12957800834517735,0.12957800834517735
text__de exelente,-0.12957800834517735,0.12957800834517735
text__recomendo sim,0.12953866537417744,0.12953866537417744
text__número do,-0.12945746506626052,0.12945746506626052
text__mais ou,-0.1294166211169781,0.1294166211169781
text__ou menos,-0.1294166211169781,0.1294166211169781
text__cobrar,-0.12934941190200475,0.12934941190200475
text__que recebi,0.1293142704689562,0.1293142704689562
text__que para,-0.12924453291648166,0.12924453291648166
text__prazo nota,-0.12907942905956749,0.12907942905956749
text__optei,-0.1289359395371163,0.1289359395371163
text__mesmo da,-0.1288409263960935,0.1288409263960935
text__continuo aguardando,-0.12882670700130686,0.12882670700130686
text__problema produto,-0.12875061404569893,0.12875061404569893
text__mas estou,-0.12870739234950404,0.12870739234950404
text__entregue como,-0.12846064693020226,0.12846064693020226
text__rápido mas,-0.1283236202828136,0.1283236202828136
text__loja nota,-0.12823714523481772,0.12823714523481772
text__dia depois,-0.1282350424708429,0.1282350424708429
text__comprar outra,-0.12804332514186728,0.12804332514186728
text__respeito com,-0.12798872921630372,0.12798872921630372
text__muito alto,-0.1278398906441159,0.1278398906441159
text__estante,-0.12777607788694212,0.12777607788694212
text__no brasil,-0.12776994524140542,0.12776994524140542
text__agosto,-0.12775911467136128,0.12775911467136128
text__de agosto,-0.12775911467136128,0.12775911467136128
tab__cat__product_category_main_housewares,0.1277471112682984,0.1277471112682984
text__pedido não,-0.12774046985388862,0.12774046985388862
text__respostas,-0.12766578159635364,0.12766578159635364
text__outras vezes,-0.1276220209348982,0.1276220209348982
text__mesmo foi,-0.12754572581296655,0.12754572581296655
text__na minha,-0.1275123312929396,0.1275123312929396
text__dia 25,-0.12747514432695808,0.12747514432695808
text__mp3,-0.12738912771216465,0.12738912771216465
text__do fornecedor,-0.12738634099052093,0.12738634099052093
text__que tela,-0.1271765690837238,0.1271765690837238
text__pois veio,-0.12709407145677215,0.12709407145677215
text__site que,-0.12703859831288253,0.12703859831288253
text__modelo de,-0.12702634825551903,0.12702634825551903
text__início,-0.1270167011109892,0.1270167011109892
text__de devolver,-0.12693136052651657,0.12693136052651657
tab__cat__product_category_main_security_and_services,-0.12691768288773053,0.12691768288773053
text__devolvê,-0.12683294517180507,0.12683294517180507
text__resposta para,-0.1268296624416766,0.1268296624416766
text__pelo frete,-0.12681394637562673,0.12681394637562673
text__sábado,-0.12678344285640883,0.12678344285640883
text__na realidade,-0.12678291375749084,0.12678291375749084
text__indica,-0.1267793701695066,0.1267793701695066
text__de respeito,-0.12674844900906104,0.12674844900906104
text__pode comprar,-0.1267355579124874,0.1267355579124874
text__pesada,-0.1267173977817056,0.1267173977817056
text__oferta,-0.1264269362968344,0.1264269362968344
text__sem proteção,-0.12636681092854754,0.12636681092854754
text__para saber,-0.126366372164834,0.126366372164834
text__amarela,-0.12619871840595137,0.12619871840595137
text__quando eu,-0.1261662844792328,0.1261662844792328
text__primeiros,-0.12604992851344154,0.12604992851344154
text__tinha um,-0.12601947434942626,0.12601947434942626
text__skate,-0.1257691421932725,0.1257691421932725
text__só com,-0.12567553575902884,0.12567553575902884
text__que mercadoria,-0.12565602023587108,0.12565602023587108
text__compro mais,-0.12559378994370637,0.12559378994370637
text__para efetuar,-0.12558879907527912,0.12558879907527912
text__foto material,-0.12558596338089384,0.12558596338089384
text__compro pelo,-0.12558574171282103,0.12558574171282103
text__não quero,-0.1254385582319801,0.1254385582319801
text__uma posição,-0.12537880595460807,0.12537880595460807
text__taxa,-0.12537537062450096,0.12537537062450096
text__que fazer,-0.12524084848402703,0.12524084848402703
text__fechar,-0.12520040900728335,0.12520040900728335
text__pela compra,-0.12516821473109158,0.12516821473109158
text__frete de,-0.12496665916545154,0.12496665916545154
text__disponível,-0.1249016662306231,0.1249016662306231
text__empresa para,-0.12489514980496715,0.12489514980496715
text__testei ainda,-0.1248518307362313,0.1248518307362313
text__um único,-0.12484171296754185,0.12484171296754185
text__de papelão,-0.12467485713951434,0.12467485713951434
text__não como,-0.12459051996261773,0.12459051996261773
text__em dia,-0.1245029265123589,0.1245029265123589
text__que solicitei,-0.12449086156805236,0.12449086156805236
text__loja sim,-0.12444362651315774,0.12444362651315774
text__um envelope,-0.12437948706932887,0.12437948706932887
text__entregue porém,-0.12437819152466019,0.12437819152466019
text__descaso,-0.12387929915858617,0.12387929915858617
text__pesado,-0.12383867696383792,0.12383867696383792
text__retirar mercadoria,-0.1237361224420895,0.1237361224420895
text__ponto negativo,-0.12370401175359969,0.12370401175359969
text__da que,-0.12368405398077466,0.12368405398077466
text__nada ver,-0.12365252826908366,0.12365252826908366
text__me enviou,-0.12356822303515798,0.12356822303515798
text__produto maravilhoso,-0.12351044987586592,0.12351044987586592
text__de fixação,-0.12345389351255588,0.12345389351255588
text__loja virtual,-0.12342024816453259,0.12342024816453259
text__resolvi,-0.12341329985950783,0.12341329985950783
text__controle remoto,-0.12338752109518673,0.12338752109518673
text__ainda por,-0.12326499427378797,0.12326499427378797
text__cancelamento do,-0.12309731402188154,0.12309731402188154
text__dia 27,-0.12305314604523762,0.12305314604523762
text__defeito mas,-0.12285428343965114,0.12285428343965114
text__sequer,-0.12267849562631418,0.12267849562631418
text__de troca,-0.122620259786685,0.122620259786685
text__no último,-0.12239873682609327,0.12239873682609327
text__era presente,-0.12238077057225753,0.12238077057225753
text__deveriam ser,-0.12237050596243654,0.12237050596243654
text__do brinquedo,-0.12230209485840016,0.12230209485840016
text__mãos,-0.12222080081646178,0.12222080081646178
text__soltou,-0.12198369845897739,0.12198369845897739
text__torto,-0.12186170957316897,0.12186170957316897
text__uma mercadoria,-0.12179935439293164,0.12179935439293164
text__saber quando,-0.12142316111616407,0.12142316111616407
text__sem retorno,-0.12132384701832555,0.12132384701832555
text__mais tudo,-0.12127908122048461,0.12127908122048461
text__empresa não,-0.12101529240790714,0.12101529240790714
text__mais pelo,-0.1204812442080662,0.1204812442080662
text__ja comprei,-0.12042250112125126,0.12042250112125126
text__pra entrega,-0.12040562559253973,0.12040562559253973
text__podendo,-0.12014465412491898,0.12014465412491898
text__que material,-0.1200039019270099,0.1200039019270099
text__vai ficar,-0.11997634197002283,0.11997634197002283
text__pelo correio,-0.1198637677493685,0.1198637677493685
text__sapatos,-0.11986357364794077,0.11986357364794077
text__enviassem,-0.11980260540299358,0.11980260540299358
text__um imprevisto,-0.11978533819841826,0.11978533819841826
text__frágeis,-0.11957045417018257,0.11957045417018257
text__rastreamento do,-0.11948027478452744,0.11948027478452744
text__de celular,-0.1194598319112183,0.1194598319112183
text__ajustar,-0.11919441117710729,0.11919441117710729
text__so foi,-0.11909835639854653,0.11909835639854653
text__poderiam ter,-0.1190688659856915,0.1190688659856915
text__entraram em,-0.11903916331630923,0.11903916331630923
text__entraram,-0.11903916331630923,0.11903916331630923
text__tirando isso,-0.11896010965940773,0.11896010965940773
text__email para,-0.11863920531560143,0.11863920531560143
text__estou insatisfeito,-0.11860503562851256,0.11860503562851256
text__site das,-0.11846886699444158,0.11846886699444158
text__um contato,-0.11840985724129922,0.11840985724129922
text__cancelar compra,-0.11825872090879137,0.11825872090879137
text__como sendo,-0.11822309785212896,0.11822309785212896
text__04 2017,-0.11812096278517246,0.11812096278517246
text__tem nada,-0.11810729706321396,0.11810729706321396
text__mas poderia,-0.11802148116417173,0.11802148116417173
text__casa não,-0.11799071215096821,0.11799071215096821
tab__cat__product_category_main_furniture_living_room,-0.11798082876908023,0.11798082876908023
text__sugestão,-0.11797766917456558,0.11797766917456558
text__não permite,-0.11791229437490029,0.11791229437490029
tab__cat__seller_state_mode_RJ,0.1178814216647975,0.1178814216647975
text__de água,-0.11784123361603478,0.11784123361603478
text__com site,-0.11771383687695267,0.11771383687695267
text__acrílico,-0.11769587587738022,0.11769587587738022
text__nenhuma avaria,-0.11759407830960507,0.11759407830960507
text__pintado,-0.11738395517887994,0.11738395517887994
text__comprar neste,-0.11725367848920606,0.11725367848920606
text__informando que,-0.11710655057060673,0.11710655057060673
text__com mercadoria,-0.11709965215293583,0.11709965215293583
text__isso que,-0.11704130207191703,0.11704130207191703
text__voltou,-0.11691597731304887,0.11691597731304887
text__pra usar,-0.1168357304371072,0.1168357304371072
text__so nao,-0.11682068413701524,0.11682068413701524
text__dei estrelas,-0.11680211211191098,0.11680211211191098
text__dia 13,-0.1167105017931129,0.1167105017931129
text__recomendo ninguém,-0.11670414793569038,0.11670414793569038
tab__cat__seller_state_mode_AM,-0.11643726197100557,0.11643726197100557
text__superou minha,-0.11633048518929374,0.11633048518929374
text__cai,-0.1163176608347914,0.1163176608347914
text__lamentável,-0.11623924974451431,0.11623924974451431
text__foi enviada,-0.11620417231294876,0.11620417231294876
text__ter pago,-0.11619220925328132,0.11619220925328132
text__comprado com,-0.11619163610751564,0.11619163610751564
text__comunicação,-0.11612419002608607,0.11612419002608607
text__hdmi,-0.11605357515585642,0.11605357515585642
text__mto,-0.11604350229370654,0.11604350229370654
text__muitos anos,-0.11592302637104217,0.11592302637104217
text__incorreto,-0.11575758328382198,0.11575758328382198
text__chegou dias,-0.11558475175837178,0.11558475175837178
text__efetuado,-0.11549783864233241,0.11549783864233241
text__devia,-0.11545094565897952,0.11545094565897952
text__com detalhes,-0.11532743782924362,0.11532743782924362
text__pedido ainda,-0.11527792867172913,0.11527792867172913
tab__num__log1p_total_freight,0.11523222142342072,0.11523222142342072
text__loja está,-0.11522560461613252,0.11522560461613252
text__10 para,-0.11521091018850105,0.11521091018850105
text__porém eu,-0.11492723444019194,0.11492723444019194
text__usada,-0.11490456018854744,0.11490456018854744
text__03,0.11488339679421462,0.11488339679421462
text__ressarcimento,-0.11467376766984402,0.11467376766984402
text__há,-0.11464009637867605,0.11464009637867605
text__canon,-0.1145220043407015,0.1145220043407015
text__retirar,0.11441910316865471,0.11441910316865471
text__violada,-0.11440008573754161,0.11440008573754161
text__compra chegou,0.11424730353614802,0.11424730353614802
text__porém no,-0.11404146875368887,0.11404146875368887
text__sempre,-0.11401219642639858,0.11401219642639858
text__houve um,-0.11381224210849573,0.11381224210849573
text__central,-0.11373524410243599,0.11373524410243599
text__troca por,-0.11365164732864845,0.11365164732864845
text__ligado,-0.11361133372142444,0.11361133372142444
text__sp,-0.11356890485062972,0.11356890485062972
text__certeza voltarei,-0.11355642789124222,0.11355642789124222
text__fios,-0.11345005170197746,0.11345005170197746
text__casa tive,-0.11330256690989696,0.11330256690989696
text__vou ficar,-0.11326151874638862,0.11326151874638862
text__loja em,-0.11324485518809459,0.11324485518809459
text__esta empresa,-0.11321633520192877,0.11321633520192877
text__entendi,-0.11320281153021185,0.11320281153021185
text__pelo excelente,-0.11312028602949396,0.11312028602949396
text__agencia dos,-0.11276030516090015,0.11276030516090015
text__19,-0.11271097474787305,0.11271097474787305
text__um tecido,-0.11257303314506527,0.11257303314506527
text__gostei pois,-0.11256126183261442,0.11256126183261442
text__como os,-0.11254881354242652,0.11254881354242652
text__problemas na,-0.1124577357524319,0.1124577357524319
text__loja por,-0.11239716033067192,0.11239716033067192
text__folga,-0.11235323582649376,0.11235323582649376
text__sem problema,-0.11231872532193075,0.11231872532193075
text__esta compra,-0.11228815614779124,0.11228815614779124
text__por se,-0.11209883815331342,0.11209883815331342
text__faltando os,-0.11207302842447776,0.11207302842447776
text__mas eu,-0.11199037218541481,0.11199037218541481
text__estou precisando,-0.11194301384203233,0.11194301384203233
text__lojas,0.11176286700999379,0.11176286700999379
text__posição da,-0.11173902920729098,0.11173902920729098
text__de couro,-0.11168741130661032,0.11168741130661032
text__amei,-0.11162994252077882,0.11162994252077882
text__somente com,-0.11153251445812801,0.11153251445812801
text__zenfone,-0.11140953579783659,0.11140953579783659
text__seis,-0.11138698814820103,0.11138698814820103
text__perto,-0.11131356840480451,0.11131356840480451
text__era mais,-0.11131205873759496,0.11131205873759496
text__tenho um,-0.11122051245710399,0.11122051245710399
text__nem um,-0.1111556087517988,0.1111556087517988
text__estou solicitando,-0.11106986433076384,0.11106986433076384
text__portanto não,-0.11083234869177358,0.11083234869177358
text__não pode,-0.11083179851543613,0.11083179851543613
text__empresa que,-0.11079459235877354,0.11079459235877354
text__uma cor,-0.11074702153006027,0.11074702153006027
text__carta,-0.11071376914579054,0.11071376914579054
text__foi pedido,-0.11069867436678711,0.11069867436678711
text__dor de,-0.11067416190477318,0.11067416190477318
text__dor,-0.11067416190477318,0.11067416190477318
text__sorte,-0.11066661308224693,0.11066661308224693
text__garantida,-0.11034899683500808,0.11034899683500808
text__que teria,-0.1102981105740891,0.1102981105740891
text__tentei entrar,-0.11015522855554953,0.11015522855554953
text__que da,-0.11012569086501442,0.11012569086501442
text__última,-0.11012497232242577,0.11012497232242577
text__minha mãe,-0.11011147089876903,0.11011147089876903
text__rodas,-0.11006306471703867,0.11006306471703867
text__no sábado,-0.10980935993467103,0.10980935993467103
text__paga,-0.10976252192928022,0.10976252192928022
text__que embalagem,-0.10963354963088527,0.10963354963088527
text__numa caixa,-0.10942091429838673,0.10942091429838673
text__por mais,-0.10928347195454877,0.10928347195454877
text__encaixar,-0.10901146527672986,0.10901146527672986
